552859.0,38.0
552859.0,38.0
552859.0,38.0
552859.0,38.0
540696.0,40.0
540696.0,40.0
552859.0,38.0
540696.0,40.0
540696.0,40.0
552859.0,38.0
565350.0,37.0
540696.0,40.0
565350.0,37.0
565350.0,37.0
540696.0,40.0
565350.0,37.0
552859.0,38.0
552859.0,38.0
565350.0,37.0
540696.0,40.0
540696.0,40.0
552859.0,38.0
565350.0,37.0
532492.0,42.0
565350.0,37.0
540696.0,40.0
532492.0,42.0
565350.0,37.0
552859.0,38.0
565350.0,37.0
540696.0,40.0
532492.0,42.0
565350.0,37.0
565350.0,37.0
532492.0,42.0
532492.0,42.0
565350.0,37.0
552859.0,38.0
552859.0,38.0
532492.0,42.0
565350.0,37.0
552859.0,38.0
540696.0,40.0
565350.0,37.0
532492.0,42.0
532492.0,42.0
565350.0,37.0
532492.0,42.0
532492.0,42.0
565350.0,37.0
540696.0,40.0
532492.0,42.0
565350.0,37.0
540696.0,40.0
540696.0,40.0
540696.0,40.0
552859.0,38.0
552859.0,38.0
552859.0,38.0
540696.0,40.0
532492.0,42.0
565350.0,37.0
532492.0,42.0
565350.0,37.0
532492.0,42.0
540696.0,40.0
540696.0,40.0
565350.0,37.0
532492.0,42.0
532492.0,42.0
540696.0,40.0
552859.0,38.0
540696.0,40.0
552859.0,38.0
552859.0,38.0
565350.0,37.0
565350.0,37.0
552859.0,38.0
532492.0,42.0
565350.0,37.0
552859.0,38.0
532492.0,42.0
552859.0,38.0
532492.0,42.0
532492.0,42.0
552859.0,38.0
540696.0,40.0
552859.0,38.0
565350.0,37.0
532492.0,42.0
532492.0,42.0
540696.0,40.0
565350.0,37.0
532492.0,42.0
540696.0,40.0
552859.0,38.0
532492.0,42.0
532492.0,42.0
540696.0,40.0
540696.0,40.0
