824493.0,34.0
886280.0,29.0
839397.0,30.0
886280.0,29.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
839397.0,30.0
886280.0,29.0
839397.0,30.0
886280.0,29.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
886280.0,29.0
886280.0,29.0
886280.0,29.0
886280.0,29.0
839397.0,30.0
824493.0,34.0
886280.0,29.0
839397.0,30.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
839397.0,30.0
886280.0,29.0
839397.0,30.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
886280.0,29.0
839397.0,30.0
839397.0,30.0
824493.0,34.0
886280.0,29.0
839397.0,30.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
886280.0,29.0
839397.0,30.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
824493.0,34.0
886280.0,29.0
824493.0,34.0
824493.0,34.0
886280.0,29.0
886280.0,29.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
839397.0,30.0
839397.0,30.0
839397.0,30.0
824493.0,34.0
824493.0,34.0
839397.0,30.0
824493.0,34.0
824493.0,34.0
839397.0,30.0
839397.0,30.0
824493.0,34.0
