1740357.0,43.0
1740357.0,43.0
1740357.0,43.0
1740357.0,43.0
1722555.0,45.0
1722555.0,45.0
1740357.0,43.0
1740357.0,43.0
1722555.0,45.0
1722555.0,45.0
1740357.0,43.0
1746702.0,42.0
1722555.0,45.0
1810174.0,41.0
1722555.0,45.0
1740357.0,43.0
1810174.0,41.0
1722555.0,45.0
1740357.0,43.0
1746702.0,42.0
1746702.0,42.0
1746702.0,42.0
1740357.0,43.0
1740357.0,43.0
1810174.0,41.0
1810174.0,41.0
1810174.0,41.0
1746702.0,42.0
1722555.0,45.0
1810174.0,41.0
1722555.0,45.0
1810174.0,41.0
1810174.0,41.0
1746702.0,42.0
1722555.0,45.0
1722555.0,45.0
1740357.0,43.0
1722555.0,45.0
1740357.0,43.0
1722555.0,45.0
1722555.0,45.0
1746702.0,42.0
1740357.0,43.0
1746702.0,42.0
1746702.0,42.0
1810174.0,41.0
1810174.0,41.0
1740357.0,43.0
1740357.0,43.0
1740357.0,43.0
1810174.0,41.0
1722555.0,45.0
1722555.0,45.0
1810174.0,41.0
1810174.0,41.0
1810174.0,41.0
1722555.0,45.0
1810174.0,41.0
1722555.0,45.0
1810174.0,41.0
1740357.0,43.0
1746702.0,42.0
1810174.0,41.0
1722555.0,45.0
1810174.0,41.0
1746702.0,42.0
1746702.0,42.0
1810174.0,41.0
1722555.0,45.0
1746702.0,42.0
1722555.0,45.0
1810174.0,41.0
1722555.0,45.0
1746702.0,42.0
1740357.0,43.0
1722555.0,45.0
1810174.0,41.0
1810174.0,41.0
1746702.0,42.0
1722555.0,45.0
1746702.0,42.0
1746702.0,42.0
1746702.0,42.0
1740357.0,43.0
1746702.0,42.0
1810174.0,41.0
1740357.0,43.0
1740357.0,43.0
1746702.0,42.0
1746702.0,42.0
1746702.0,42.0
1746702.0,42.0
1722555.0,45.0
1740357.0,43.0
1740357.0,43.0
1746702.0,42.0
1810174.0,41.0
1810174.0,41.0
1740357.0,43.0
1746702.0,42.0
