30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
90,55,67,26,40,65,72,25,6,47,71,18,51,68,12,48,63,52,22,84,37,82,57,88,91,62,28,78,38,3,50,49,24,41,75,1,87,32,20,60,15,85,79,30,80,74,66,0,19,42,27,61,33,89,31,70,39,96,95,54,92,5,76,44,69,46,53,59,7,73,13,58,2,86,4,93,64,16,45,35,8,36,29,21,17,11,10,14,43,34,81,83,94,77,56,23,9
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
90,55,67,26,40,65,72,25,6,47,71,18,51,68,12,48,63,52,22,84,37,82,57,88,91,62,28,78,38,3,50,49,24,41,75,1,87,32,20,60,15,85,79,30,80,74,66,0,19,42,27,61,33,89,31,70,39,96,95,54,92,5,76,44,69,46,53,59,7,73,13,58,2,86,4,93,64,16,45,35,8,36,29,21,17,11,10,14,43,34,81,83,94,77,56,23,9
30,34,82,33,74,17,27,16,25,44,3,61,83,53,48,63,39,31,84,11,7,20,66,35,14,75,52,93,38,62,21,19,85,29,54,1,43,65,57,6,42,70,0,26,41,90,69,79,71,77,10,22,50,36,13,8,15,24,32,81,64,86,4,92,96,95,40,72,94,55,67,45,18,47,28,68,23,5,46,78,49,56,37,60,80,12,87,73,88,91,58,89,51,9,76,59,2
90,55,67,26,40,65,72,25,6,47,71,18,51,68,12,48,63,52,22,84,37,82,57,88,91,62,28,78,38,3,50,49,24,41,75,1,87,32,20,60,15,85,79,30,80,74,66,0,19,42,27,61,33,89,31,70,39,96,95,54,92,5,76,44,69,46,53,59,7,73,13,58,2,86,4,93,64,16,45,35,8,36,29,21,17,11,10,14,43,34,81,83,94,77,56,23,9
90,55,67,26,40,65,72,25,6,47,71,18,51,68,12,48,63,52,22,84,37,82,57,88,91,62,28,78,38,3,50,49,24,41,75,1,87,32,20,60,15,85,79,30,80,74,66,0,19,42,27,61,33,89,31,70,39,96,95,54,92,5,76,44,69,46,53,59,7,73,13,58,2,86,4,93,64,16,45,35,8,36,29,21,17,11,10,14,43,34,81,83,94,77,56,23,9
