849415.0,28.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
831065.0,33.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
849415.0,28.0
847490.0,30.0
849415.0,28.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
849415.0,28.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
831065.0,33.0
849415.0,28.0
847490.0,30.0
847490.0,30.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
849415.0,28.0
831065.0,33.0
831065.0,33.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
849415.0,28.0
847490.0,30.0
847490.0,30.0
849415.0,28.0
849415.0,28.0
847490.0,30.0
831065.0,33.0
849415.0,28.0
849415.0,28.0
849415.0,28.0
847490.0,30.0
847490.0,30.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
831065.0,33.0
849415.0,28.0
847490.0,30.0
831065.0,33.0
831065.0,33.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
831065.0,33.0
847490.0,30.0
847490.0,30.0
849415.0,28.0
849415.0,28.0
