X1	Y1	X2	Y2
1036.8	0.0	1130.112	2725.0
3916.8	0.0	4269.312	2725.0
3052.8	0.0	3327.552	2725.0
2649.6	0.0	2888.0642	2725.0
921.6	2500.0	1004.54395	5450.0
2419.2	2500.0	2636.928	5450.0
1094.4	2500.0	1192.896	5450.0
2995.2	0.0	3264.768	2725.0
3225.6	0.0	3515.904	2725.0
288.0	2500.0	313.92	5450.0
2822.4	2500.0	3076.416	5450.0
3686.4	0.0	4018.1758	2725.0
115.2	0.0	125.56799	2725.0
403.2	2500.0	439.488	5450.0
2822.4	0.0	3076.416	2725.0
3859.2	2500.0	4206.528	5450.0
3340.8	0.0	3641.4722	2725.0
1152.0	2500.0	1255.68	5450.0
3801.6	2500.0	4143.744	5450.0
1094.4	0.0	1192.896	2725.0
2246.4	2500.0	2448.576	5450.0
1843.2	0.0	2009.0879	2725.0
1382.4	0.0	1506.816	2725.0
576.0	0.0	627.84	2725.0
1785.6	2500.0	1946.304	5450.0
2016.0	2500.0	2197.44	5450.0
3859.2	0.0	4206.528	2725.0
691.2	0.0	753.408	2725.0
1612.8	0.0	1757.952	2725.0
2131.2	2500.0	2323.0078	5450.0
3283.2	0.0	3578.688	2725.0
2880.0	2500.0	3139.2	5450.0
1900.8	0.0	2071.872	2725.0
3168.0	0.0	3453.12	2725.0
2534.4	0.0	2762.4958	2725.0
2419.2	0.0	2636.928	2725.0
2592.0	2500.0	2825.28	5450.0
115.2	2500.0	125.56799	5450.0
1267.2	0.0	1381.2479	2725.0
1497.6	2500.0	1632.384	5450.0
2707.2	0.0	2950.848	2725.0
230.4	0.0	251.13599	2725.0
748.8	0.0	816.192	2725.0
3744.0	2500.0	4080.96	5450.0
288.0	0.0	313.92	2725.0
1267.2	2500.0	1381.2479	5450.0
345.6	2500.0	376.704	5450.0
2246.4	0.0	2448.576	2725.0
3456.0	2500.0	3767.04	5450.0
864.0	0.0	941.76	2725.0
633.6	0.0	690.62396	2725.0
2649.6	2500.0	2888.0642	5450.0
806.4	0.0	878.976	2725.0
1900.8	2500.0	2071.872	5450.0
1958.4	0.0	2134.656	2725.0
1555.2	2500.0	1695.168	5450.0
748.8	2500.0	816.192	5450.0
57.6	2500.0	62.783997	5450.0
1958.4	2500.0	2134.656	5450.0
3686.4	2500.0	4018.1758	5450.0
3628.8	2500.0	3955.392	5450.0
806.4	2500.0	878.976	5450.0
1440.0	2500.0	1569.6	5450.0
2361.6	0.0	2574.144	2725.0
3398.4	2500.0	3704.2559	5450.0
1209.6	0.0	1318.464	2725.0
518.4	2500.0	565.056	5450.0
691.2	2500.0	753.408	5450.0
0.0	0.0	0.0	2725.0
1324.8	0.0	1444.0321	2725.0
1612.8	2500.0	1757.952	5450.0
2476.8	2500.0	2699.7122	5450.0
2361.6	2500.0	2574.144	5450.0
2016.0	0.0	2197.44	2725.0
172.8	0.0	188.352	2725.0
1324.8	2500.0	1444.0321	5450.0
2764.8	0.0	3013.632	2725.0
3974.4	2500.0	4332.0957	5450.0
3571.2	2500.0	3892.608	5450.0
3283.2	2500.0	3578.688	5450.0
0.0	2500.0	0.0	5450.0
2188.8	2500.0	2385.792	5450.0
2073.6	2500.0	2260.224	5450.0
1152.0	0.0	1255.68	2725.0
633.6	2500.0	690.62396	5450.0
864.0	2500.0	941.76	5450.0
3052.8	2500.0	3327.552	5450.0
3744.0	0.0	4080.96	2725.0
1036.8	2500.0	1130.112	5450.0
3110.4	0.0	3390.336	2725.0
1440.0	0.0	1569.6	2725.0
2592.0	0.0	2825.28	2725.0
1728.0	0.0	1883.52	2725.0
1209.6	2500.0	1318.464	5450.0
1382.4	2500.0	1506.816	5450.0
518.4	0.0	565.056	2725.0
460.8	0.0	502.27197	2725.0
2995.2	2500.0	3264.768	5450.0
979.2	0.0	1067.328	2725.0
1728.0	2500.0	1883.52	5450.0
2304.0	2500.0	2511.36	5450.0
3513.6	2500.0	3829.8242	5450.0
2764.8	2500.0	3013.632	5450.0
3801.6	0.0	4143.744	2725.0
979.2	2500.0	1067.328	5450.0
2937.6	0.0	3201.9841	2725.0
921.6	0.0	1004.54395	2725.0
3916.8	2500.0	4269.312	5450.0
2073.6	0.0	2260.224	2725.0
3571.2	0.0	3892.608	2725.0
2880.0	0.0	3139.2	2725.0
576.0	2500.0	627.84	5450.0
460.8	2500.0	502.27197	5450.0
3110.4	2500.0	3390.336	5450.0
1497.6	0.0	1632.384	2725.0
2707.2	2500.0	2950.848	5450.0
2937.6	2500.0	3201.9841	5450.0
1670.4	0.0	1820.7361	2725.0
3340.8	2500.0	3641.4722	5450.0
3168.0	2500.0	3453.12	5450.0
2188.8	0.0	2385.792	2725.0
172.8	2500.0	188.352	5450.0
3974.4	0.0	4332.0957	2725.0
57.6	0.0	62.783997	2725.0
3456.0	0.0	3767.04	2725.0
2476.8	0.0	2699.7122	2725.0
3398.4	0.0	3704.2559	2725.0
403.2	0.0	439.488	2725.0
3628.8	0.0	3955.392	2725.0
1785.6	0.0	1946.304	2725.0
2304.0	0.0	2511.36	2725.0
1843.2	2500.0	2009.0879	5450.0
3225.6	2500.0	3515.904	5450.0
2534.4	2500.0	2762.4958	5450.0
2131.2	0.0	2323.0078	2725.0
345.6	0.0	376.704	2725.0
230.4	2500.0	251.13599	5450.0
1670.4	2500.0	1820.7361	5450.0
3513.6	0.0	3829.8242	2725.0
1555.2	0.0	1695.168	2725.0
